ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
YAPRK,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",4.25,14.57,-70.84,SAT,1.27B,298200000,13.27%,60.06%,16,12,
YAYLA,False,False,distress_dcf,distress,"stable,capital_intensive",,28.56,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
YBTAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.51,18.10,-86.12,SAT,0.75B,300000000,14.42%,8.17%,16,12,
YEOTK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",16.23,66.65,-75.65,SAT,5.76B,355000000,9.92%,15.57%,8,12,
YESIL,False,False,distress_dcf,distress,"cyclical,asset_light",,1.62,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
YGGYO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",61.43,240.40,-74.45,SAT,14.35B,233582013,14.23%,65.75%,16,12,
YIGIT,False,False,decline_dcf,decline,"cyclical,capital_intensive",,24.64,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
YKSLN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.64,3.34,9.07,BEKLE,1.82B,500000000,9.83%,16.68%,12,12,
YONGA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.85,57.55,-101.47,SAT,-0.01B,16800000,11.80%,7.07%,16,12,
YUNSA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.44,8.37,-70.84,SAT,1.17B,480000000,13.67%,8.99%,16,12,
YYAPI,False,False,distress_dcf,distress,"cyclical,capital_intensive",,1.19,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
YYLGD,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.08,12.38,-91.29,SAT,1.17B,1086980000,9.63%,12.09%,8,12,
ZEDUR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-1.94,9.44,-120.59,SAT,-0.34B,174750000,13.15%,4.57%,16,12,
ZERGY,True,False,industrial_fcff,mature_stable,"stable,asset_light",-0.22,21.72,-101.03,SAT,-0.14B,626000000,11.88%,1.44%,4,12,
ZGYO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",31.48,31.02,1.48,BEKLE,6.63B,210492225,14.30%,20299.39%,4,12,
ZRGYO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",12.65,21.78,-41.93,SAT,59.36B,4693620000,13.71%,1185.21%,8,12,
GARAN,True,True,banking_ddm,,,197.28,136.60,44.42,AL,828.59B,4200000000,11.09%,,0,0,
AKBNK,True,True,banking_ddm,,,98.96,74.35,33.10,AL,514.58B,5200000000,11.09%,,0,0,
YKBNK,True,True,banking_ddm,,,38.96,37.76,3.18,BEKLE,329.11B,8447051284,11.09%,,0,0,
ISCTR,True,True,banking_ddm,,,17.19,14.49,18.67,IZLE-AL,154.75B,9000000000,11.09%,,0,0,
HALKB,True,True,banking_ddm,,,142.24,38.12,273.15,AL,177.80B,1250000000,11.09%,,0,0,
VAKBN,False,True,banking_ddm,,,,31.46,,UNKNOWN,,,,,0,0,Banking data not available for VAKBN (banking_data.py'ye eklenmeli)
TSKB,False,True,banking_ddm,,,,11.95,,UNKNOWN,,,,,0,0,Banking data not available for TSKB (banking_data.py'ye eklenmeli)
SKBNK,False,True,banking_ddm,,,,12.90,,UNKNOWN,,,,,0,0,Banking data not available for SKBNK (banking_data.py'ye eklenmeli)
ALBRK,False,True,banking_ddm,,,,8.77,,UNKNOWN,,,,,0,0,Banking data not available for ALBRK (banking_data.py'ye eklenmeli)
ICBCT,False,True,banking_ddm,,,,17.05,,UNKNOWN,,,,,0,0,Banking data not available for ICBCT (banking_data.py'ye eklenmeli)
KCHOL,True,False,holding_sotp,,,177.78,210.50,-15.54,IZLE-SAT,450.83B,2535898345,,,0,0,
SAHOL,True,False,holding_sotp,,,195.83,100.70,94.47,AL,399.57B,2040403931,,,0,0,
