ticker,sirket_adi,float_amount_tl,float_pct,odenmis_sermaye_tl,shares_outstanding,float_shares,update_date
DOGUB,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.,17102011.92,0.4385,39001167.434435576,39001167.434435576,17102011.92,2026-05-10
DGGYO,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,18464237.89,0.0556,332090609.53237414,332090609.53237414,18464237.89,2026-05-10
DOAS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,86819207.67,0.3946,220018265.76279777,220018265.76279777,86819207.67,2026-05-10
DOKTA,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,32013782.04,0.0988,324026134.0080972,324026134.0080972,32013782.04,2026-05-10
DURDO,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,167144807.3,0.3342,500134073.3093956,500134073.3093956,167144807.3,2026-05-10
DURKN,DURUKAN ŞEKERLEME SANAYİ VE TİCARET A.Ş.,42427523.64,0.3202,132503196.87695192,132503196.87695192,42427523.64,2026-05-10
DUNYH,DÜNYA HOLDİNG A.Ş.,21548245.88,0.5866,36734138.90214797,36734138.90214797,21548245.88,2026-05-10
DYOBY,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,75786422.82,0.2526,300025426.84085506,300025426.84085506,75786422.82,2026-05-10
EBEBK,EBEBEK MAĞAZACILIK A.Ş.,36478339.49,0.2279,160062920.0965336,160062920.0965336,36478339.49,2026-05-10
ECOGR,ECOGREEN ENERJİ HOLDİNG A.Ş.,109864200.09,0.2034,540138643.5103245,540138643.5103245,109864200.09,2026-05-10
ECZYT,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,19260824.24,0.1834,105020851.90839693,105020851.90839693,19260824.24,2026-05-10
EDATA,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,145259992.18,0.3611,402270817.44669074,402270817.44669074,145259992.18,2026-05-10
EDIP,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,31101323.67,0.4784,65011128.07274248,65011128.07274248,31101323.67,2026-05-10
EFOR,EFOR YATIRIM SANAYİ TİCARET A.Ş.,670597503.19,0.3078,2178679347.5958414,2178679347.5958414,670597503.19,2026-05-10
EGEEN,EGE ENDÜSTRİ VE TİCARET A.Ş.,1128029.76,0.3581,3150041.2175370012,3150041.2175370012,1128029.76,2026-05-10
EGGUB,EGE GÜBRE SANAYİİ A.Ş.,45469219.12,0.4546,100020279.63044433,100020279.63044433,45469219.12,2026-05-10
EGPRO,EGE PROFİL TİCARET VE SANAYİ A.Ş.,71512628.01,0.1312,545065762.2713414,545065762.2713414,71512628.01,2026-05-10
EGSER,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,247179644.75,0.3433,720010616.8074571,720010616.8074571,247179644.75,2026-05-10
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,136555228.13,0.7163,190639715.38461536,190639715.38461536,136555228.13,2026-05-10
EGEGY,EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,69128972.76,0.3456,200025962.84722224,200025962.84722224,69128972.76,2026-05-10
ECILC,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,150892489.59,0.2201,685563332.9850068,685563332.9850068,150892489.59,2026-05-10
EKIZ,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,5817610.98,0.6265,9285891.428571431,9285891.428571431,5817610.980000001,2026-05-10
EKOS,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,306844488.85,0.2739,1120279258.3059514,1120279258.3059514,306844488.85,2026-05-10
EKSUN,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,163498943.22,0.2724,600216384.8017622,600216384.8017622,163498943.22000003,2026-05-10
ELITE,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,40561734.45,0.3129,129631621.7641419,129631621.7641419,40561734.45,2026-05-10
EMKEL,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,116807496.03,0.7787,150003205.38076282,150003205.38076282,116807496.03,2026-05-10
EMNIS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,2109753.77,0.3402,6201510.199882423,6201510.199882423,2109753.77,2026-05-10
EKGYO,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,1837169367.6,0.4834,3800515861.812164,3800515861.812164,1837169367.6,2026-05-10
EMPAE,EMPA ELEKTRONİK SANAYİ VE TİCARET A.Ş.,37993048.14,0.2234,170067359.62399286,170067359.62399286,37993048.14,2026-05-10
ENDAE,ENDA ENERJİ HOLDİNG A.Ş.,122230576.94,0.2795,437318701.037567,437318701.037567,122230576.94,2026-05-10
ENJSA,ENERJİSA ENERJİ A.Ş.,236089279.77,0.1998,1181628026.8768768,1181628026.8768768,236089279.77,2026-05-10
ENERY,ENERYA ENERJİ A.Ş.,2029404577.07,0.2254,9003569552.218279,9003569552.218279,2029404577.07,2026-05-10
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,495684183.55,0.0826,6001019171.307506,6001019171.307506,495684183.55,2026-05-10
ENPRA,ENPARA BANK A.Ş.,15221919.71,0.0012,12684933091.666668,12684933091.666668,15221919.71,2026-05-10
ENSRI,ENSARİ SINAİ YATIRIMLAR A.Ş.,134704363.91,0.2467,546024985.4479125,546024985.4479125,134704363.91,2026-05-10
ERBOS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,11619535.89,0.5809,20002643.983473923,20002643.983473923,11619535.89,2026-05-10
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,35541725.95,0.0457,777718292.1225384,777718292.1225384,35541725.95,2026-05-10
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,3311834219.17,0.4731,7000283701.479603,7000283701.479603,3311834219.17,2026-05-10
KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,64982218.71,0.2707,240052525.71111932,240052525.71111932,64982218.71,2026-05-10
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,23548814.13,0.6541,36001856.18406971,36001856.18406971,23548814.129999995,2026-05-10
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,101927003.11,0.2038,500132498.08635914,500132498.08635914,101927003.11,2026-05-10
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,465612551.28,0.6605,704939517.4564724,704939517.4564724,465612551.28000003,2026-05-10
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,818443935.67,0.4496,1820382419.1948397,1820382419.1948397,818443935.67,2026-05-10
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,148970149.27,0.6207,240003462.65506688,240003462.65506688,148970149.27,2026-05-10
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,59659500.4,0.9943,60001509.00130745,60001509.00130745,59659500.4,2026-05-10
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,58626184.42,0.9771,60000188.7421963,60000188.7421963,58626184.42,2026-05-10
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,52141684.53,0.0869,600019384.6950518,600019384.6950518,52141684.53,2026-05-10
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,132662758.86,0.8844,150003119.4708277,150003119.4708277,132662758.86000001,2026-05-10
TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,124821853.51,0.2496,500087554.1266026,500087554.1266026,124821853.51,2026-05-10
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,1038917122.4,0.4947,2100095254.4976754,2100095254.4976754,1038917122.4,2026-05-10
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,199391742.13,0.3021,660019007.3816618,660019007.3816618,199391742.13,2026-05-10
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,248396078.75,0.3548,700101687.5704622,700101687.5704622,248396078.75,2026-05-10
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,41708130.72,0.4971,83902898.24984913,83902898.24984913,41708130.72,2026-05-10
FMIZP,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,3164298.42,0.2216,14279325.0,14279325.0,3164298.42,2026-05-10
FENER,FENERBAHÇE FUTBOL A.Ş.,2351314835.46,0.3762,6250172343.0622015,6250172343.0622015,2351314835.46,2026-05-10
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,69845009.09,0.0745,937516900.5369128,937516900.5369128,69845009.09,2026-05-10
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,576684798.54,0.6161,936024668.9498458,936024668.9498458,576684798.54,2026-05-10
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,622569556.15,0.1774,3509411252.2547913,3509411252.2547913,622569556.15,2026-05-10
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,1028199946.88,0.9014,1140670009.8513424,1140670009.8513424,1028199946.88,2026-05-10
FRMPL,FORMÜL PLASTİK VE METAL SANAYİ A.Ş.,39991439.39,0.2499,160029769.46778712,160029769.46778712,39991439.39,2026-05-10
FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,23216654.6,0.3465,67003332.17893219,67003332.17893219,23216654.6,2026-05-10
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,253112452.77,0.8603,294214172.69557136,294214172.69557136,253112452.77000004,2026-05-10
FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,398346194.55,0.3186,1250301928.9077213,1250301928.9077213,398346194.55,2026-05-10
GWIND,GALATA WIND ENERJİ A.Ş.,161597297.19,0.2992,540097918.4157753,540097918.4157753,161597297.18999997,2026-05-10
GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,5393952383.47,0.3995,13501758156.370462,13501758156.370462,5393952383.47,2026-05-10
GARFA,GARANTİ FAKTORİNG A.Ş.,33266743.64,0.0836,397927555.50239235,397927555.50239235,33266743.639999997,2026-05-10
GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,36067903.94,0.9618,37500419.98336452,37500419.98336452,36067903.94,2026-05-10
GATEG,GATE GROUP TEKNOLOJİ MEDYA VE SİBER GÜVENLİK HİZMETLERİ A.Ş.,8038910.92,0.7101,11320815.26545557,11320815.26545557,8038910.92,2026-05-10
GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,270991063.58,0.1354,2001411104.7267356,2001411104.7267356,270991063.58,2026-05-10
GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,24708681.43,0.5295,46664176.449480645,46664176.449480645,24708681.43,2026-05-10
GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.,26358642.29,0.1886,139759503.1283139,139759503.1283139,26358642.29,2026-05-10
GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,1128467708.47,0.2507,4501267285.480655,4501267285.480655,1128467708.47,2026-05-10
GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,409858459.87,0.5464,750106990.977306,750106990.977306,409858459.87,2026-05-10
GENKM,GENTAŞ KİMYA SANAYİ VE TİCARET PAZARLAMA A.Ş.,123801248.53,0.2032,609258112.8444883,609258112.8444883,123801248.53000002,2026-05-10
GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,194198343.62,0.5213,372527035.52656823,372527035.52656823,194198343.62,2026-05-10
GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,40943625.97,0.6299,65000199.98412446,65000199.98412446,40943625.97,2026-05-10
GIPTA,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,51584051.8,0.3907,132029822.88200665,132029822.88200665,51584051.8,2026-05-10
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,263261466.91,0.8775,300013067.7037037,300013067.7037037,263261466.91,2026-05-10
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,141689147.86,0.0308,4600297008.441559,4600297008.441559,141689147.86,2026-05-10
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,28625386.03,0.2425,118042828.98969074,118042828.98969074,28625386.03,2026-05-10
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,1200067571.27,0.6154,1950061051.7874556,1950061051.7874556,1200067571.27,2026-05-10
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,68004812.91,0.2518,270074713.7013502,270074713.7013502,68004812.91,2026-05-10
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,185065177.12,0.5287,350038163.6466806,350038163.6466806,185065177.12,2026-05-10
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,12275602.47,0.6819,18002056.7091949,18002056.7091949,12275602.47,2026-05-10
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,117043402.8,0.0304,3850111934.210526,3850111934.210526,117043402.8,2026-05-10
GRTHO,GRAINTURK HOLDİNG A.Ş.,36240905.35,0.2899,125011746.6367713,125011746.6367713,36240905.35,2026-05-10
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,47965824.35,0.3197,150033857.83547077,150033857.83547077,47965824.35,2026-05-10
GSDHO,GSD HOLDİNG A.Ş.,575927119.65,0.5759,1000047090.9011981,1000047090.9011981,575927119.65,2026-05-10
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,70541898.24,0.2112,334005200.0,334005200.0,70541898.24,2026-05-10
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,476530758.41,0.7942,600013546.2226139,600013546.2226139,476530758.40999997,2026-05-10
GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.,102942667.25,0.3191,322603156.5340019,322603156.5340019,102942667.25,2026-05-10
GUNDG,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,6043985.4,0.1549,39018627.501613945,39018627.501613945,6043985.4,2026-05-10
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,29638907.53,0.2905,102027220.4130809,102027220.4130809,29638907.53,2026-05-10
SAHOL,HACI ÖMER SABANCI HOLDİNG A.Ş.,1125848297.66,0.0536,21004632419.02985,21004632419.02985,1125848297.66,2026-05-10
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,791992911.38,0.2062,3840896757.4199805,3840896757.4199805,791992911.38,2026-05-10
HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,23906865.25,0.2075,115213808.43373494,115213808.43373494,23906865.25,2026-05-10
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,44911565.75,0.7128,63007247.12401796,63007247.12401796,44911565.75,2026-05-10
HATSN,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,44275514.23,0.1998,221599170.3203203,221599170.3203203,44275514.23,2026-05-10
HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,889433929.26,0.7871,1130013885.4783382,1130013885.4783382,889433929.2600001,2026-05-10
HEDEF,HEDEF HOLDİNG A.Ş.,154908937.06,0.0794,1950994169.5214107,1950994169.5214107,154908937.06,2026-05-10
HEKTS,HEKTAŞ TİCARET T.A.Ş.,3756590761.58,0.4456,8430410147.172352,8430410147.172352,3756590761.58,2026-05-10
HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,69575939.52,0.6626,105004436.34168427,105004436.34168427,69575939.52,2026-05-10
HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,82803210.08,0.0276,3000116307.246377,3000116307.246377,82803210.08,2026-05-10
HOROZ,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,21770159.9,0.2405,90520415.38461538,90520415.38461538,21770159.9,2026-05-10
HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,236457417.49,0.8444,280030101.2434865,280030101.2434865,236457417.49000004,2026-05-10
HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,669600952.14,0.6696,1000001421.953405,1000001421.953405,669600952.14,2026-05-10
HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,110710157.27,0.0187,5920329265.7754,5920329265.7754,110710157.27,2026-05-10
ENTRA,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,369021206.09,0.002,184510603044.99997,184510603044.99997,369021206.09,2026-05-10
ICBCT,ICBC TURKEY BANK A.Ş.,20838667.63,0.0473,440563797.67441857,440563797.67441857,20838667.63,2026-05-10
ICBCT,ICBC TURKEY BANK A.Ş.,61424299.55,0.0714,860284307.4229691,860284307.4229691,61424299.55,2026-05-10
ICUGS,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,335854988.46,0.9664,347532065.87334436,347532065.87334436,335854988.46,2026-05-10
INGRM,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,2016735.38,0.0084,240087545.23809525,240087545.23809525,2016735.3800000001,2026-05-10
INVEO,INVEO YATIRIM HOLDİNG A.Ş.,189345035.8,0.1893,1000237907.0258849,1000237907.0258849,189345035.8,2026-05-10
INVES,INVESTCO HOLDİNG A.Ş.,37479566.19,0.1998,187585416.36636636,187585416.36636636,37479566.19,2026-05-10
ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,651957265.19,0.4346,1500131765.278417,1500131765.278417,651957265.19,2026-05-10
IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,188798220.47,0.3473,543617104.7221422,543617104.7221422,188798220.47,2026-05-10
IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,114765771.01,0.7651,150001007.72448048,150001007.72448048,114765771.01000002,2026-05-10
IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,253159455.01,0.7222,350539261.9911382,350539261.9911382,253159455.01000002,2026-05-10
IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,749651097.74,0.7496,1000068166.6755602,1000068166.6755602,749651097.74,2026-05-10
IHGZT,İHLAS GAZETECİLİK A.Ş.,475360848.85,0.5942,800001428.5594077,800001428.5594077,475360848.85,2026-05-10
IHAAS,İHLAS HABER AJANSI A.Ş.,56026890.29,0.3437,163011027.9022403,163011027.9022403,56026890.28999999,2026-05-10
IHLAS,İHLAS HOLDİNG A.Ş.,1259693698.15,0.8397,1500171130.3441706,1500171130.3441706,1259693698.15,2026-05-10
IHYAY,İHLAS YAYIN HOLDİNG A.Ş.,332234254.52,0.7382,450059949.2278515,450059949.2278515,332234254.52,2026-05-10
IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,649183720.14,0.7018,925026674.4656597,925026674.4656597,649183720.14,2026-05-10
INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,459294456.83,0.6123,750113435.9464315,750113435.9464315,459294456.83,2026-05-10
INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,561202080.63,0.5843,960469075.1839807,960469075.1839807,561202080.63,2026-05-10
INTEK,İNNOSA TEKNOLOJİ A.Ş.,2010941.65,0.2513,8002155.391961797,8002155.391961797,2010941.65,2026-05-10
INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,2459189.82,0.1265,19440235.731225293,19440235.731225293,2459189.82,2026-05-10
ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,147016990.94,0.0506,2905474129.249012,2905474129.249012,147016990.94,2026-05-10
ISFIN,İŞ FİNANSAL KİRALAMA A.Ş.,270804935.74,0.3894,695441540.1643554,695441540.1643554,270804935.74,2026-05-10
ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,373458350.99,0.3895,958814765.0577663,958814765.0577663,373458350.99,2026-05-10
ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,31074217.82,0.3653,85064926.96413906,85064926.96413906,31074217.82,2026-05-10
ISMEN,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,438187237.7,0.2921,1500127482.7114,1500127482.7114,438187237.7,2026-05-10
ISYAT,İŞ YATIRIM ORTAKLIĞI A.Ş.,107946970.76,0.6721,160611472.6380003,160611472.6380003,107946970.76000002,2026-05-10
ISBIR,İŞBİR HOLDİNG A.Ş.,14269293.93,0.4405,32393402.792281497,32393402.792281497,14269293.93,2026-05-10
ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,82412189.2,0.1941,424586240.08243173,424586240.08243173,82412189.2,2026-05-10
IZINV,İZ YATIRIM HOLDİNG A.Ş.,12273709.87,0.7008,17513855.408105023,17513855.408105023,12273709.87,2026-05-10
IZENR,İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.,914094179.69,0.0374,24441020847.326202,24441020847.326202,914094179.69,2026-05-10
IZMDC,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,435827458.8,0.2905,1500266639.5869193,1500266639.5869193,435827458.8,2026-05-10
IZFAS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,100514496.74,0.5672,177211736.14245415,177211736.14245415,100514496.74,2026-05-10
JANTS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,119878452.83,0.1712,700224607.6518692,700224607.6518692,119878452.83,2026-05-10
KFEIN,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,147590129.58,0.7472,197524263.35653108,197524263.35653108,147590129.58,2026-05-10
KLKIM,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,120020676.83,0.2609,460025591.52932155,460025591.52932155,120020676.83,2026-05-10
KLSER,KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,109353861.25,0.2124,514848687.6177024,514848687.6177024,109353861.25,2026-05-10
KLYPV,KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş.,46331531.55,0.1126,411470084.8134991,411470084.8134991,46331531.55,2026-05-10
KAPLM,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,3417707.71,0.1708,20009998.30210773,20009998.30210773,3417707.7100000004,2026-05-10
KRDMB,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,116871709.17,0.9782,119476292.34307913,119476292.34307913,116871709.17,2026-05-10
KRDMA,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,239365942.52,0.0996,2403272515.2610445,2403272515.2610445,239365942.52,2026-05-10
KRDMD,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,725486675.27,0.9298,780260997.2789848,780260997.2789848,725486675.27,2026-05-10
KAREL,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,329324679.72,0.4086,805983063.4361234,805983063.4361234,329324679.72,2026-05-10
KARSN,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,354853061.16,0.3942,900185340.3348554,900185340.3348554,354853061.16,2026-05-10
KRTEK,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,17519996.13,0.4991,35103177.98036466,35103177.98036466,17519996.13,2026-05-10
KARTN,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,17010965.83,0.2268,75004258.50970016,75004258.50970016,17010965.83,2026-05-10
KTLEV,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,414173389.79,0.002,207086694895.0,207086694895.0,414173389.79,2026-05-10
KATMR,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,1717283860.05,0.7975,2153333993.793103,2153333993.793103,1717283860.0499997,2026-05-10
KAYSE,KAYSERİ ŞEKER FABRİKASI A.Ş.,828535824.3,0.2761,3000854126.4034767,3000854126.4034767,828535824.3,2026-05-10
KENT,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,1781477.89,0.0053,336127903.7735849,336127903.7735849,1781477.89,2026-05-10
KRVGD,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,595837581.8,0.2758,2160397323.42277,2160397323.42277,595837581.8,2026-05-10
KERVN,KERVANSARAY YATIRIM HOLDİNG A.Ş.,218008726.78,0.3704,588576476.187905,588576476.187905,218008726.78,2026-05-10
TCKRC,KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş.,54880910.91,0.3228,170015213.47583643,170015213.47583643,54880910.91,2026-05-10
KZBGY,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,1391429445.87,0.3478,4000659706.354226,4000659706.354226,1391429445.87,2026-05-10
KLGYO,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,643069174.21,0.4609,1395246635.3004992,1395246635.3004992,643069174.21,2026-05-10
KLRHO,KİLER HOLDİNG A.Ş.,341245245.18,0.2099,1625751525.3930442,1625751525.3930442,341245245.18,2026-05-10
KMPUR,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,128621700.15,0.2645,486282420.2268431,486282420.2268431,128621700.15,2026-05-10
KLMSN,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,25101937.79,0.3169,79210911.29693909,79210911.29693909,25101937.79,2026-05-10
KCAER,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,493949961.22,0.2579,1915277088.8716557,1915277088.8716557,493949961.22,2026-05-10
KCHOL,KOÇ HOLDİNG A.Ş.,669021727.28,0.2638,2536094493.100834,2536094493.100834,669021727.28,2026-05-10
KOCMT,KOÇ METALURJİ A.Ş.,587193309.02,0.2348,2500823292.248722,2500823292.248722,587193309.02,2026-05-10
KLSYN,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,107800039.24,0.2498,431545393.2746197,431545393.2746197,107800039.24,2026-05-10
KNFRT,KONFRUT TARIM A.Ş.,59019072.61,0.2235,264067438.97091722,264067438.97091722,59019072.61,2026-05-10
KONTR,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,1144398680.3,0.8803,1300009860.6156993,1300009860.6156993,1144398680.3,2026-05-10
KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,777368.62,0.1595,4873784.451410658,4873784.451410658,777368.6199999999,2026-05-10
KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,74355107.98,0.1906,390110744.910808,390110744.910808,74355107.98,2026-05-10
