ticker,sirket_adi,float_amount_tl,float_pct,odenmis_sermaye_tl,shares_outstanding,float_shares,update_date
AEFES,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.,1945226134.19,0.3285,5921540743.348554,5921540743.348554,1945226134.19,2026-05-08
ANHYT,ANADOLU HAYAT EMEKLİLİK A.Ş.,64773862.51,0.1506,430105328.75166,430105328.75166,64773862.51,2026-05-08
ASUZU,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.,36465444.18,0.1447,252007216.17138907,252007216.17138907,36465444.18,2026-05-08
ANGEN,ANATOLİA TANI VE BİYOTEKNOLOJİ ÜRÜNLERİ ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET A.Ş.,77843257.67,0.3538,220020513.48219332,220020513.48219332,77843257.67,2026-05-08
ANELE,ANEL ELEKTRİK PROJE TAAHHÜT VE TİCARET A.Ş.,100066860.65,0.3776,265007575.8739407,265007575.8739407,100066860.65,2026-05-08
ARCLK,ARÇELİK A.Ş.,118716764.23,0.1756,676063577.6195899,676063577.6195899,118716764.22999999,2026-05-08
ARDYZ,ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş.,127257399.91,0.3948,322333839.69098276,322333839.69098276,127257399.90999998,2026-05-08
ARENA,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.,50595656.24,0.5059,100011180.54951571,100011180.54951571,50595656.24,2026-05-08
ARFYE,ARF BİO YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,46994524.34,0.0257,1828580713.6186771,1828580713.6186771,46994524.34,2026-05-08
ARMGD,ARMADA GIDA TİCARET SANAYİ A.Ş.,44687961.73,0.1692,264113248.99527186,264113248.99527186,44687961.73,2026-05-08
ARSAN,ARSAN HOLDİNG A.Ş.,624893035.15,0.3546,1762247702.0586574,1762247702.0586574,624893035.15,2026-05-08
ARTMS,ARTEMİS HALI A.Ş.,19830617.84,0.2832,70023368.07909605,70023368.07909605,19830617.84,2026-05-08
ARZUM,ARZUM ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.,399736490.26,0.6662,600024752.7169018,600024752.7169018,399736490.26,2026-05-08
ASGYO,ASCE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,150876442.85,0.2289,659136928.1345565,659136928.1345565,150876442.85,2026-05-08
ASELS,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.,1175691703.46,0.2578,4560479842.746316,4560479842.746316,1175691703.46,2026-05-08
ASTOR,ASTOR ENERJİ A.Ş.,426428251.73,0.4272,998193473.1507491,998193473.1507491,426428251.73,2026-05-08
ATAGY,ATA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,28227846.65,0.5942,47505632.194547296,47505632.194547296,28227846.650000002,2026-05-08
ATATR,ATA TURİZM İŞLETMECİLİK TAŞIMACILIK MADENCİLİK KUYUMCULUK SANAYİ VE DIŞ TİCARET A.Ş.,279755950.17,0.3484,802973450.5453502,802973450.5453502,279755950.17,2026-05-08
ATAKP,ATAKEY PATATES GIDA SANAYİ VE TİCARET A.Ş.,28217928.0,0.2033,138799449.09001476,138799449.09001476,28217928.0,2026-05-08
AGYO,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,48209817.4,0.0183,2634416251.36612,2634416251.36612,48209817.39999999,2026-05-08
ATSYH,ATLANTİS YATIRIM HOLDİNG A.Ş.,7994715.36,0.9993,8000315.580906635,8000315.580906635,7994715.36,2026-05-08
ATLAS,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.,59607366.38,0.9934,60003388.74572177,60003388.74572177,59607366.38,2026-05-08
ATATP,ATP YAZILIM VE TEKNOLOJİ A.Ş.,18233343.77,0.1944,93792920.62757201,93792920.62757201,18233343.77,2026-05-08
AVOD,A.V.O.D. KURUTULMUŞ GIDA VE TARIM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,250447907.86,0.9275,270024698.5013477,270024698.5013477,250447907.86,2026-05-08
AVGYO,AVRASYA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,58124963.91,0.5208,111607073.55990782,111607073.55990782,58124963.91,2026-05-08
AVTUR,AVRASYA PETROL VE TURİSTİK TESİSLER YATIRIMLAR A.Ş.,29250356.6,0.0065,4500054861.538462,4500054861.538462,29250356.599999998,2026-05-08
AVHOL,AVRUPA YATIRIM HOLDİNG A.Ş.,26575534.13,0.7134,37251940.18783291,37251940.18783291,26575534.129999995,2026-05-08
AVPGY,AVRUPAKENT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,86878686.37,0.2171,400178196.08475363,400178196.08475363,86878686.37,2026-05-08
AYDEM,AYDEM YENİLENEBİLİR ENERJİ A.Ş.,129928170.85,0.1842,705364662.5950054,705364662.5950054,129928170.85,2026-05-08
AYEN,AYEN ENERJİ A.Ş.,46990379.88,0.1693,277556880.56704074,277556880.56704074,46990379.88,2026-05-08
AYES,AYES ÇELİK HASIR VE ÇİT SANAYİ A.Ş.,87448304.35,0.5829,150022824.41242066,150022824.41242066,87448304.35,2026-05-08
AYGAZ,AYGAZ A.Ş.,53117275.97,0.2416,219856274.7102649,219856274.7102649,53117275.97,2026-05-08
AZTEK,AZTEK TEKNOLOJİ ÜRÜNLERİ TİCARET A.Ş.,255313935.61,0.2553,1000054585.233059,1000054585.233059,255313935.61,2026-05-08
A1CAP,A1 CAPİTAL YATIRIM MENKUL DEĞERLER A.Ş.,233175823.24,0.3454,675089239.2588304,675089239.2588304,233175823.24,2026-05-08
A1YEN,A1 YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,41157248.93,0.7483,55001000.84190833,55001000.84190833,41157248.93,2026-05-08
BAGFS,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.,55108843.04,0.6123,90003010.02776417,90003010.02776417,55108843.04,2026-05-08
BAGFS,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.,82582524.59,0.6117,135004944.5643289,135004944.5643289,82582524.59,2026-05-08
BAHKM,BAHADIR KİMYA SANAYİ VE TİCARET A.Ş.,22087701.64,0.4015,55012955.51681195,55012955.51681195,22087701.64,2026-05-08
BAKAB,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.,12606929.95,0.0175,720395997.1428571,720395997.1428571,12606929.95,2026-05-08
BALAT,BALATACILAR BALATACILIK SANAYİ VE TİCARET A.Ş.,13431083.52,0.9677,13879387.74413558,13879387.74413558,13431083.52,2026-05-08
BALSU,BALSU GIDA SANAYİ VE TİCARET A.Ş.,277945457.23,0.2499,1112226719.6078432,1112226719.6078432,277945457.23,2026-05-08
BNTAS,BANTAŞ BANDIRMA AMBALAJ SANAYİ VE TİCARET A.Ş.,142153586.35,0.5877,241881208.69491237,241881208.69491237,142153586.35,2026-05-08
BANVT,BANVİT BANDIRMA VİTAMİNLİ YEM SANAYİ A.Ş.,8292125.54,0.0829,100025639.80699638,100025639.80699638,8292125.54,2026-05-08
BARMA,BAREM AMBALAJ SANAYİ VE TİCARET A.Ş.,68108530.51,0.2594,262561798.41942945,262561798.41942945,68108530.51,2026-05-08
BASGZ,BAŞKENT DOĞALGAZ DAĞITIM GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,106981098.49,0.1528,700138079.1230366,700138079.1230366,106981098.49,2026-05-08
BASCM,BAŞTAŞ BAŞKENT ÇİMENTO SANAYİ VE TİCARET A.Ş.,16990994.03,0.0743,228680942.53028265,228680942.53028265,16990994.03,2026-05-08
BASCM,BAŞTAŞ BAŞKENT ÇİMENTO SANAYİ VE TİCARET A.Ş.,21571095.2,0.0719,300015232.2670375,300015232.2670375,21571095.2,2026-05-08
BASCM,BAŞTAŞ BAŞKENT ÇİMENTO SANAYİ VE TİCARET A.Ş.,49180057.14,0.0745,660134995.1677853,660134995.1677853,49180057.14,2026-05-08
BEGYO,BATI EGE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,284179834.11,0.3486,815203195.9552495,815203195.9552495,284179834.11,2026-05-08
BTCIM,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.,3586958495.57,0.6428,5580209233.929683,5580209233.929683,3586958495.57,2026-05-08
BSOKE,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş.,405234995.4,0.2532,1600454168.2464454,1600454168.2464454,405234995.4,2026-05-08
BYDNR,BAYDÖNER RESTORANLARI A.Ş.,17924004.24,0.2133,84031899.85935302,84031899.85935302,17924004.24,2026-05-08
BAYRK,BAYRAK EBT TABAN SANAYİ VE TİCARET A.Ş.,189450067.37,0.7578,250000088.90208498,250000088.90208498,189450067.37,2026-05-08
BERA,BERA HOLDİNG A.Ş.,467496128.14,0.6842,683274083.8059046,683274083.8059046,467496128.14,2026-05-08
BRKSN,BERKOSAN YALITIM VE TECRİT MADDELERİ ÜRETİM VE TİCARET A.Ş.,62321944.85,0.6658,93604603.25923702,93604603.25923702,62321944.85,2026-05-08
BESLR,BESLER GIDA VE KİMYA SANAYİ VE TİCARET A.Ş.,185388146.66,0.0028,66210052378.57143,66210052378.57143,185388146.66,2026-05-08
BESTE,BEST BRANDS GRUP ENERJİ YATIRIM A.Ş.,54565671.94,0.2899,188222393.7219731,188222393.7219731,54565671.94,2026-05-08
BJKAS,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.,1335320998.26,0.3059,4365220654.658385,4365220654.658385,1335320998.26,2026-05-08
BEYAZ,BEYAZ FİLO OTO KİRALAMA A.Ş.,24468521.76,0.2454,99708727.62836187,99708727.62836187,24468521.76,2026-05-08
BIENY,BİEN YAPI ÜRÜNLERİ SANAYİ TURİZM VE TİCARET A.Ş.,83024208.96,0.2299,361131835.4066985,361131835.4066985,83024208.96,2026-05-08
BIGTK,BİG MEDYA TEKNOLOJİ A.Ş.,7379206.62,0.2182,33818545.46287809,33818545.46287809,7379206.62,2026-05-08
BLCYT,BİLİCİ YATIRIM SANAYİ VE TİCARET A.Ş.,49079920.13,0.4907,100020216.28286122,100020216.28286122,49079920.13,2026-05-08
BIMAS,BİM BİRLEŞİK MAĞAZALAR A.Ş.,410841281.03,0.6847,600031080.8091135,600031080.8091135,410841281.03,2026-05-08
BINBN,BİN ULAŞIM VE AKILLI ŞEHİR TEKNOLOJİLERİ A.Ş.,16938103.78,0.1512,112024495.89947091,112024495.89947091,16938103.78,2026-05-08
BIOEN,BİOTREND ÇEVRE VE ENERJİ YATIRIMLARI A.Ş.,197821358.14,0.3956,500053989.231547,500053989.231547,197821358.14,2026-05-08
BRKVY,BİRİKİM VARLIK YÖNETİM A.Ş.,13571951.22,0.2423,56013005.447792,56013005.447792,13571951.22,2026-05-08
BRKO,BİRKO BİRLEŞİK KOYUNLULULAR MENSUCAT TİCARET VE SANAYİ A.Ş.,116153283.4,0.8296,140011190.21215045,140011190.21215045,116153283.40000002,2026-05-08
BIGEN,BİRLEŞİM GRUP ENERJİ YATIRIMLARI A.Ş.,115482019.87,0.2001,577121538.5807097,577121538.5807097,115482019.87,2026-05-08
BRLSM,BİRLEŞİM MÜHENDİSLİK ISITMA SOĞUTMA HAVALANDIRMA SANAYİ VE TİCARET A.Ş.,107871424.31,0.4815,224032033.87331256,224032033.87331256,107871424.31,2026-05-08
BRMEN,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş.,57140456.68,0.6402,89254071.66510466,89254071.66510466,57140456.68,2026-05-08
BIZIM,BİZİM TOPTAN SATIŞ MAĞAZALARI A.Ş.,26362151.89,0.3275,80495120.27480915,80495120.27480915,26362151.889999997,2026-05-08
BLUME,BLUME METAL KİMYA A.Ş.,132658705.36,0.7593,174711846.91162914,174711846.91162914,132658705.36,2026-05-08
BMSTL,BMS BİRLEŞİK METAL SANAYİ VE TİCARET A.Ş.,74739362.88,0.4982,150018793.4162987,150018793.4162987,74739362.88,2026-05-08
BMSCH,BMS ÇELİK HASIR SANAYİ VE TİCARET A.Ş.,63089221.37,0.6308,100014618.53202282,100014618.53202282,63089221.37,2026-05-08
BOBET,BOĞAZİÇİ BETON SANAYİ VE TİCARET A.Ş.,113984841.67,0.2999,380076164.288096,380076164.288096,113984841.66999999,2026-05-08
BORSK,BOR ŞEKER A.Ş.,279844143.0,0.2915,960014212.6929674,960014212.6929674,279844143.0,2026-05-08
BORLS,BORLEASE OTOMOTİV A.Ş.,308473274.65,0.4406,700120913.8674535,700120913.8674535,308473274.65,2026-05-08
BRSAN,BORUSAN BİRLEŞİK BORU FABRİKALARI SANAYİ VE TİCARET A.Ş.,22494320.98,0.1586,141830523.2030265,141830523.2030265,22494320.98,2026-05-08
BRYAT,BORUSAN YATIRIM VE PAZARLAMA A.Ş.,4317242.84,0.1535,28125360.52117264,28125360.52117264,4317242.84,2026-05-08
BFREN,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,18924093.61,0.1544,122565373.12176165,122565373.12176165,18924093.61,2026-05-08
BOSSA,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.,158227054.2,0.1217,1300140133.1142151,1300140133.1142151,158227054.2,2026-05-08
BRISA,BRİSA BRİDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.,31189164.4,0.1022,305177733.8551859,305177733.8551859,31189164.400000002,2026-05-08
BULGS,BULLS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,72485782.75,0.2704,268068723.18786985,268068723.18786985,72485782.75,2026-05-08
BURCE,BURÇELİK BURSA ÇELİK DÖKÜM SANAYİİ A.Ş.,44358414.67,0.5265,84251499.84805319,84251499.84805319,44358414.67,2026-05-08
BURVA,BURÇELİK VANA SANAYİ VE TİCARET A.Ş.,3339560.12,0.4545,7347767.040704071,7347767.040704071,3339560.12,2026-05-08
BUCIM,BURSA ÇİMENTO FABRİKASI A.Ş.,545583263.57,0.3637,1500091458.812208,1500091458.812208,545583263.57,2026-05-08
BVSAN,BÜLBÜLOĞLU VİNÇ SANAYİ VE TİCARET A.Ş.,13743787.32,0.3655,37602701.28590971,37602701.28590971,13743787.32,2026-05-08
BIGCH,BÜYÜK ŞEFLER GIDA TURİZM TEKSTİL DANIŞMANLIK ORGANİZASYON EĞİTİM SANAYİ VE TİCARET A.Ş.,232033567.88,0.4337,535009379.47890246,535009379.47890246,232033567.88,2026-05-08
CRFSA,CARREFOURSA CARREFOUR SABANCI TİCARET MERKEZİ A.Ş.,13659849.56,0.1069,127781567.44621143,127781567.44621143,13659849.56,2026-05-08
CASA,CASA EMTİA PETROL KİMYEVİ VE TÜREVLERİ SANAYİ VE TİCARET A.Ş.,4748356.56,0.0969,49002647.67801857,49002647.67801857,4748356.56,2026-05-08
CEMZY,CEM ZEYTİN A.Ş.,691982884.24,0.3008,2300475014.0957446,2300475014.0957446,691982884.24,2026-05-08
CEOEM,CEO EVENT MEDYA A.Ş.,22200783.15,0.5045,44005516.65014866,44005516.65014866,22200783.15,2026-05-08
CCOLA,COCA-COLA İÇECEK A.Ş.,821372437.86,0.2935,2798543229.505963,2798543229.505963,821372437.86,2026-05-08
CONSE,CONSUS ENERJİ İŞLETMECİLİĞİ VE HİZMETLERİ A.Ş.,376844656.29,0.4887,771116546.5316145,771116546.5316145,376844656.29,2026-05-08
COSMO,COSMOS YATIRIM HOLDİNG A.Ş.,4536064.21,0.6557,6917895.699252708,6917895.699252708,4536064.21,2026-05-08
CRDFA,CREDITWEST FAKTORİNG A.Ş.,156498610.4,0.5216,300035679.4478528,300035679.4478528,156498610.4,2026-05-08
CVKMD,CVK MADEN İŞLETMELERİ SANAYİ VE TİCARET A.Ş.,419311856.05,0.2995,1400039586.1435728,1400039586.1435728,419311856.05,2026-05-08
CWENE,CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş.,384591579.71,0.3566,1078495736.7077959,1078495736.7077959,384591579.71,2026-05-08
CGCAM,ÇAĞDAŞ CAM SANAYİ VE TİCARET A.Ş.,41871602.15,0.2492,168024085.6741573,168024085.6741573,41871602.15,2026-05-08
CANTE,ÇAN2 TERMİK A.Ş.,7056703835.56,0.7056,10000997499.376417,10000997499.376417,7056703835.56,2026-05-08
CATES,ÇATES ELEKTRİK ÜRETİM A.Ş.,33030926.44,0.1999,165237250.82541272,165237250.82541272,33030926.44,2026-05-08
CLEBI,ÇELEBİ HAVA SERVİSİ A.Ş.,2442245.98,0.1005,24300955.02487562,24300955.02487562,2442245.98,2026-05-08
CELHA,ÇELİK HALAT VE TEL SANAYİİ A.Ş.,75388897.69,0.1955,385620960.05115086,385620960.05115086,75388897.69,2026-05-08
CEMAS,ÇEMAŞ DÖKÜM SANAYİ A.Ş.,679158951.96,0.8586,791007398.0433264,791007398.0433264,679158951.96,2026-05-08
CEMTS,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.,194115736.77,0.3882,500040537.7897991,500040537.7897991,194115736.77,2026-05-08
CMBTN,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,877420.95,0.4957,1770064.4543070404,1770064.4543070404,877420.95,2026-05-08
CMENT,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI T.A.Ş.,2360215.16,0.0027,874153762.962963,874153762.962963,2360215.16,2026-05-08
CIMSA,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,426251526.56,0.4507,945754441.0028844,945754441.0028844,426251526.56,2026-05-08
CUSAN,ÇUHADAROĞLU METAL SANAYİ VE PAZARLAMA A.Ş.,18407492.37,0.2583,71264004.52961674,71264004.52961674,18407492.370000005,2026-05-08
DAGI,DAGİ GİYİM SANAYİ VE TİCARET A.Ş.,175169379.42,0.4379,400021419.09111667,400021419.09111667,175169379.42,2026-05-08
DAPGM,DAP GAYRİMENKUL GELİŞTİRME A.Ş.,759378509.43,0.2865,2650535809.5287957,2650535809.5287957,759378509.43,2026-05-08
DARDL,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.,735471119.2,0.3137,2344504683.455531,2344504683.455531,735471119.2,2026-05-08
DGATE,DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.,12223877.46,0.4074,30004608.394698087,30004608.394698087,12223877.46,2026-05-08
DCTTR,DCT TRADİNG DIŞ TİCARET A.Ş.,157144635.62,0.4029,390033843.68329614,390033843.68329614,157144635.62,2026-05-08
DMSAS,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,105300814.32,0.5265,200001546.66666666,200001546.66666666,105300814.32,2026-05-08
DENGE,DENGE YATIRIM HOLDİNG A.Ş.,523389431.93,0.8723,600010812.713516,600010812.713516,523389431.93,2026-05-08
DZGYO,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,112193371.1,0.2804,400119012.4821683,400119012.4821683,112193371.1,2026-05-08
DERIM,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş.,14575190.76,0.2699,54002188.81067062,54002188.81067062,14575190.76,2026-05-08
DERHL,DERLÜKS YATIRIM HOLDİNG A.Ş.,118189540.74,0.0599,1973114202.6711185,1973114202.6711185,118189540.74,2026-05-08
DESA,DESA DERİ SANAYİ VE TİCARET A.Ş.,88020635.2,0.1796,490092623.6080178,490092623.6080178,88020635.2,2026-05-08
DESPC,DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.,11696856.37,0.5085,23002667.39429695,23002667.39429695,11696856.37,2026-05-08
DSTKF,DESTEK FİNANS FAKTORİNG A.Ş.,84532963.12,0.2535,333463365.3648915,333463365.3648915,84532963.12,2026-05-08
DEVA,DEVA HOLDİNG A.Ş.,35466243.73,0.1773,200035215.62323743,200035215.62323743,35466243.73,2026-05-08
DNISI,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,53052484.44,0.4431,119730274.0690589,119730274.0690589,53052484.44,2026-05-08
DIRIT,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,10089754.43,0.9473,10651065.586403461,10651065.586403461,10089754.43,2026-05-08
DITAS,DİTAŞ BDY YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,55380323.02,0.3257,170034765.18268347,170034765.18268347,55380323.02,2026-05-08
DMRGD,DMR UNLU MAMULLER ÜRETİM GIDA TOPTAN PERAKENDE İHRACAT A.Ş.,725411687.27,0.4893,1482549943.327202,1482549943.327202,725411687.27,2026-05-08
DOCO,DO & CO AKTIENGESELLSCHAFT,254386.0,0.7536,337561.04033970274,337561.04033970274,254386.0,2026-05-08
DOFRB,DOF ROBOTİK SANAYİ A.Ş.,44984794.02,0.2902,155013073.8111647,155013073.8111647,44984794.02,2026-05-08
DOFER,DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.,18605118.19,0.3337,55754025.142343424,55754025.142343424,18605118.19,2026-05-08
DOHOL,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,933101753.07,0.3565,2617396221.795232,2617396221.795232,933101753.07,2026-05-08
DGNMO,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,175144971.43,0.5004,350009934.9120704,350009934.9120704,175144971.43,2026-05-08
ARASE,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,43667131.09,0.1746,250098116.20847654,250098116.20847654,43667131.09,2026-05-08
